episode,timestep,reward
11289,2258000,-179.8223
11299,2260000,-435.5047
11309,2262000,-291.3829
11319,2264000,-282.6064
11329,2266000,-419.6211
11339,2268000,-207.9232
11349,2270000,-267.6463
11359,2272000,-290.6127
11369,2274000,-275.0638
11379,2276000,-212.584
11389,2278000,-254.0802
11399,2280000,-243.3813
11409,2282000,-219.5909
11419,2284000,-228.3371
11429,2286000,-193.9114
11439,2288000,-386.0772
11449,2290000,-183.0051
11459,2292000,-289.3292
11469,2294000,-217.2979
11479,2296000,-252.7023
11489,2298000,-227.2098
11499,2300000,-378.3613
11509,2302000,-380.8144
11519,2304000,-205.3665
11529,2306000,-364.8998
11539,2308000,-288.1559
11549,2310000,-563.7973
11559,2312000,-255.2669
11569,2314000,-208.9122
11579,2316000,-292.6915
11589,2318000,-432.3415
11599,2320000,-204.552
11609,2322000,-370.6093
11619,2324000,-738.4778
11629,2326000,-180.8373
11639,2328000,-169.2967
11649,2330000,-255.1859
11659,2332000,-284.5224
11669,2334000,-250.3957
11679,2336000,-219.262
11689,2338000,-183.5205
11699,2340000,-377.9497
11709,2342000,-195.4781
11719,2344000,-243.9331
11729,2346000,-201.0109
11739,2348000,-393.0346
11749,2350000,-266.503
11759,2352000,-226.1895
11769,2354000,-388.716
11779,2356000,-317.8785
11789,2358000,-276.407
11799,2360000,-169.2943
11809,2362000,-377.5847
11819,2364000,-216.635
11829,2366000,-215.9666
11839,2368000,-276.46
11849,2370000,-310.8066
11859,2372000,-413.4905
11869,2374000,-146.0835
11879,2376000,-238.5893
11889,2378000,-181.419
11899,2380000,-366.6413
11909,2382000,-273.9628
11919,2384000,-179.1002
11929,2386000,-192.7897
11939,2388000,-279.8612
11949,2390000,-281.1876
11959,2392000,-207.9537
11969,2394000,-338.2136
11979,2396000,-358.9328
11989,2398000,-219.8343
11999,2400000,-273.3289
12009,2402000,-207.5392
12019,2404000,-273.6474
12029,2406000,-327.2378
12039,2408000,-336.9763
12049,2410000,-291.9767
12059,2412000,-473.3712
12069,2414000,-180.333
12079,2416000,-302.2099
12089,2418000,-170.2338
12099,2420000,-175.6922
12109,2422000,-451.4529
12119,2424000,-196.4205
12129,2426000,-357.7166
12139,2428000,-342.7972
12149,2430000,-341.6342
12159,2432000,-256.6226
12169,2434000,-462.3386
12179,2436000,-283.191
12189,2438000,-292.8592
12199,2440000,-293.857
12209,2442000,-228.3386
12219,2444000,-228.82
12229,2446000,-268.1244
12239,2448000,-282.0326
12249,2450000,-398.5783
12259,2452000,-205.3486
12269,2454000,-337.7174
12279,2456000,-267.2366
12289,2458000,-280.9078
12299,2460000,-240.864
12309,2462000,-258.8094
12319,2464000,-331.0952
12329,2466000,-272.5638
12339,2468000,-273.1832
12349,2470000,-377.1233
12359,2472000,-337.3686
12369,2474000,-275.6597
12379,2476000,-158.161
12389,2478000,-193.6512
12399,2480000,-308.2005
12409,2482000,-333.5429
12419,2484000,-224.0746
12429,2486000,-253.3645
12439,2488000,-292.6358
12449,2490000,-299.7482
12459,2492000,-256.4164
12469,2494000,-282.3572
12479,2496000,-374.3578
12489,2498000,-383.6939
12499,2500000,-277.6798
12509,2502000,-232.9383
12519,2504000,-288.66
12529,2506000,-266.5238
12539,2508000,-277.7899
12549,2510000,-230.3571
12559,2512000,-273.289
12569,2514000,-274.4522
12579,2516000,-193.4846
12589,2518000,-228.2817
12599,2520000,-203.4708
12609,2522000,-527.8863
12619,2524000,-160.446
12629,2526000,-280.2215
12639,2528000,-213.6568
12649,2530000,-352.6696
12659,2532000,-241.8032
12669,2534000,-255.0063
12679,2536000,-209.3781
12689,2538000,-268.7897
12699,2540000,-315.848
12709,2542000,-332.6921
12719,2544000,-266.0365
12729,2546000,-193.6622
12739,2548000,-260.9297
12749,2550000,-266.6746
12759,2552000,-227.9386
12769,2554000,-230.5699
12779,2556000,-243.2981
12789,2558000,-206.5946
12799,2560000,-182.2711
12809,2562000,-183.2207
12819,2564000,-304.2833
12829,2566000,-231.3827
12839,2568000,-280.7093
12849,2570000,-186.0943
12859,2572000,-342.7835
12869,2574000,-218.8274
12879,2576000,-368.6178
12889,2578000,-172.0525
12899,2580000,-393.896
12909,2582000,-433.6136
12919,2584000,-266.4356
12929,2586000,-285.2439
12939,2588000,-296.131
12949,2590000,-304.4417
12959,2592000,-271.4708
12969,2594000,-330.9692
12979,2596000,-301.2619
12989,2598000,-403.7173
12999,2600000,-234.8328
13009,2602000,-219.5151
13019,2604000,-546.6565
13029,2606000,-183.8089
13039,2608000,-147.9437
13049,2610000,-232.339
13059,2612000,-244.6592
13069,2614000,-230.0037
13079,2616000,-179.5766
13089,2618000,-243.1062
13099,2620000,-206.8831
13109,2622000,-367.3717
13119,2624000,-273.0633
13129,2626000,-269.5355
13139,2628000,-243.0338
13149,2630000,-296.1416
13159,2632000,-254.3856
13169,2634000,-276.273
13179,2636000,-221.657
13189,2638000,-230.6624
13199,2640000,-169.2458
13209,2642000,-402.9283
13219,2644000,-216.9781
13229,2646000,-302.6976
13239,2648000,-245.5733
13249,2650000,-227.9459
13259,2652000,-263.6258
13269,2654000,-237.8695
13279,2656000,-256.3459
13289,2658000,-227.792
13299,2660000,-214.7202
13309,2662000,-223.5578
13319,2664000,-246.8436
13329,2666000,-231.8801
13339,2668000,-289.5424
13349,2670000,-235.783
13359,2672000,-229.4325
13369,2674000,-242.8291
13379,2676000,-218.2998
13389,2678000,-403.782
13399,2680000,-159.4359
13409,2682000,-458.0347
13419,2684000,-229.0532
13429,2686000,-328.3501
13439,2688000,-156.5553
13449,2690000,-191.6131
13459,2692000,-210.4506
13469,2694000,-257.4991
13479,2696000,-239.394
13489,2698000,-224.905
13499,2700000,-250.2777
13509,2702000,-517.141
13519,2704000,-272.1707
13529,2706000,-398.3985
13539,2708000,-159.1324
13549,2710000,-316.724
13559,2712000,-245.3476
13569,2714000,-362.8375
13579,2716000,-251.7195
13589,2718000,-317.4725
13599,2720000,-205.4818
13609,2722000,-231.5735
13619,2724000,-228.6746
13629,2726000,-268.3215
13639,2728000,-342.5455
13649,2730000,-415.0523
13659,2732000,-183.2692
13669,2734000,-205.1209
13679,2736000,-234.5976
13689,2738000,-242.2808
13699,2740000,-333.4086
13709,2742000,-221.7191
13719,2744000,-336.8607
13729,2746000,-185.2895
13739,2748000,-204.9607
13749,2750000,-512.1259
13759,2752000,-335.3271
13769,2754000,-313.6866
13779,2756000,-311.0804
13789,2758000,-241.3108
13799,2760000,-135.6963
13809,2762000,-278.4288
13819,2764000,-349.2157
13829,2766000,-386.6457
13839,2768000,-239.8547
13849,2770000,-311.463
13859,2772000,-239.5796
13869,2774000,-326.4617
13879,2776000,-278.4075
13889,2778000,-305.9168
13899,2780000,-300.8671
13909,2782000,-210.4506
13919,2784000,-158.6129
13929,2786000,-356.3821
13939,2788000,-276.4231
13949,2790000,-282.3749
13959,2792000,-290.7684
13969,2794000,-320.2299
13979,2796000,-256.1087
13989,2798000,-278.5415
13999,2800000,-207.4544
14009,2802000,-203.9813
14019,2804000,-353.2371
14029,2806000,-255.7352
14039,2808000,-256.4415
14049,2810000,-246.1699
14059,2812000,-327.3232
14069,2814000,-235.7458
14079,2816000,-249.3248
14089,2818000,-266.2679
14099,2820000,-146.6872
14109,2822000,-226.7928
14119,2824000,-282.0851
14129,2826000,-280.2493
14139,2828000,-204.204
14149,2830000,-435.8857
14159,2832000,-190.9703
14169,2834000,-285.328
14179,2836000,-443.2148
14189,2838000,-181.7429
14199,2840000,-279.1989
14209,2842000,-295.2074
14219,2844000,-254.7657
14229,2846000,-252.9496
14239,2848000,-208.145
14249,2850000,-225.5233
14259,2852000,-227.451
14269,2854000,-156.9271
14279,2856000,-270.2166
14289,2858000,-204.2061
14299,2860000,-230.5958
14309,2862000,-298.3082
14319,2864000,-204.2735
14329,2866000,-240.2568
14339,2868000,-229.7875
14349,2870000,-186.4408
14359,2872000,-517.7119
14369,2874000,-316.0384
14379,2876000,-274.5517
14389,2878000,-342.0006
14399,2880000,-251.1344
14409,2882000,-326.1075
14419,2884000,-252.0263
14429,2886000,-402.4964
14439,2888000,-181.4134
14449,2890000,-304.7978
14459,2892000,-270.7022
14469,2894000,-276.6006
14479,2896000,-217.2623
14489,2898000,-220.7337
14499,2900000,-242.2564
14509,2902000,-419.2072
14519,2904000,-230.4019
14529,2906000,-177.2681
14539,2908000,-253.6431
14549,2910000,-217.2614
14559,2912000,-215.4351
14569,2914000,-293.9824
14579,2916000,-185.3488
14589,2918000,-200.7123
14599,2920000,-432.4429
14609,2922000,-275.6813
14619,2924000,-279.3037
14629,2926000,-362.2197
14639,2928000,-241.0781
14649,2930000,-305.1498
14659,2932000,-337.7248
14669,2934000,-355.0888
14679,2936000,-247.5829
14689,2938000,-257.3147
14699,2940000,-314.3576
14709,2942000,-217.5902
14719,2944000,-254.6027
14729,2946000,-299.6976
14739,2948000,-194.3444
14749,2950000,-216.9374
14759,2952000,-323.0728
14769,2954000,-195.616
14779,2956000,-205.3069
14789,2958000,-291.87
14799,2960000,-169.5124
14809,2962000,-306.1452
14819,2964000,-280.4879
14829,2966000,-275.6137
14839,2968000,-181.5022
14849,2970000,-236.645
14859,2972000,-244.2048
14869,2974000,-194.6087
14879,2976000,-324.3604
14889,2978000,-214.8584
14899,2980000,-219.7014
14909,2982000,-385.9099
14919,2984000,-393.5372
14929,2986000,-228.9995
14939,2988000,-195.2995
14949,2990000,-216.2823
14959,2992000,-349.2791
14969,2994000,-346.7221
14979,2996000,-231.8013
14989,2998000,-361.2615
14999,3000000,-289.1019
